Chromosome	Integration site	Dataset
chr16	67985067	Cohn
chr16	67986394	Cohn
chr16	68124884	Cohn
chr16	68160071	Cohn
chr16	68313807	Cohn
chr16	68315892	Cohn
chr16	69338155	Cohn
chr16	69392934	Cohn
chr16	69474149	Cohn
chr16	69617764	Cohn
chr16	69624551	Cohn
chr16	69629244	Cohn
chr16	69868563	Cohn
chr16	70277411	Cohn
chr16	70897529	Cohn
chr16	71805920	Cohn
chr16	71824135	Cohn
chr16	71939870	Cohn
chr16	72118023	Cohn
chr16	72818047	Cohn
chr16	72818067	Cohn
chr16	75038252	Cohn
chr16	75706969	Cohn
chr16	78358024	Cohn
chr16	78475681	Cohn
chr16	79219274	Cohn
chr16	80909613	Cohn
chr16	81517022	Cohn
chr16	81525376	Cohn
chr16	81596381	Cohn
chr16	81596726	Cohn
chr16	81596826	Cohn
chr16	81596840	Cohn
chr16	81596843	Cohn
chr16	81596845	Cohn
chr16	81596848	Cohn
chr16	81596849	Cohn
chr16	81596850	Cohn
chr16	81596921	Cohn
chr16	81597069	Cohn
chr16	81597074	Cohn
chr16	81597109	Cohn
chr16	81597112	Cohn
chr16	81597215	Cohn
chr16	81597216	Cohn
chr16	81602435	Cohn
chr16	81665527	Cohn
chr16	82814219	Cohn
chr16	83077214	Cohn
chr16	83079649	Cohn
chr16	83539859	Cohn
chr16	84747078	Cohn
chr16	87661735	Cohn
chr16	87708960	Cohn
chr16	88655382	Cohn
chr16	88927253	Cohn
chr16	89212657	Cohn
chr16	89212738	Cohn
chr16	89212933	Cohn
chr16	89344177	Cohn
chr16	89414307	Cohn
chr16	89414319	Cohn
chr16	89527408	Cohn
chr16	89527623	Cohn
chr16	89549912	Cohn
chr16	89798757	Cohn
chr16	89798758	Cohn
chr16	89824279	Cohn
chr16	89832273	Cohn
chr16	89848960	Cohn
chr16	89848997	Cohn
chr16	89849257	Cohn
chr16	89849379	Cohn
chr16	89849399	Cohn
chr16	89849406	Cohn
chr16	89849407	Cohn
chr16	89849408	Cohn
chr16	89849483	Cohn
chr16	89849585	Cohn
chr16	90153158	Cohn
chr17	578670	Cohn
chr17	597936	Cohn
chr17	677750	Cohn
chr17	677758	Cohn
chr17	1292405	Cohn
chr17	1299804	Cohn
chr17	1557747	Cohn
chr17	1626509	Cohn
chr17	1721200	Cohn
chr17	1721464	Cohn
chr17	1726158	Cohn
chr17	2061861	Cohn
chr17	2393828	Cohn
chr17	2586243	Cohn
chr17	3620566	Cohn
chr17	3747371	Cohn
chr17	3954158	Cohn
chr17	4136709	Cohn
chr17	4136983	Cohn
chr17	4199354	Cohn
chr17	4223947	Cohn
chr17	4225133	Cohn
chr17	4228548	Cohn
chr17	4229273	Cohn
chr17	4258586	Cohn
chr17	4788892	Cohn
chr17	4878608	Cohn
chr17	5233836	Cohn
chr17	5240241	Cohn
chr17	5315738	Cohn
chr17	5316130	Cohn
chr17	5917413	Cohn
chr17	6552911	Cohn
chr17	6553095	Cohn
chr17	6553097	Cohn
chr17	6666312	Cohn
chr17	6906187	Cohn
chr17	6906311	Cohn
chr17	6906397	Cohn
chr17	6906511	Cohn
chr17	6906516	Cohn
chr17	7140145	Cohn
chr17	7390250	Cohn
chr17	7392381	Cohn
chr17	7392417	Cohn
chr17	7392771	Cohn
chr17	7394081	Cohn
chr17	7394127	Cohn
chr17	7757102	Cohn
chr17	7777700	Cohn
chr17	8136566	Cohn
chr17	8142777	Cohn
chr17	8275713	Cohn
chr17	8345973	Cohn
chr17	9574241	Cohn
chr17	10380707	Cohn
chr17	10691820	Cohn
chr17	11209752	Cohn
chr17	11788630	Cohn
chr17	11788666	Cohn
chr17	12016297	Cohn
chr17	14041021	Cohn
chr17	16028086	Cohn
chr17	16542869	Cohn
chr17	16959150	Cohn
chr17	17161611	Cohn
chr17	17790982	Cohn
chr17	17821731	Cohn
chr17	17931108	Cohn
chr17	18812057	Cohn
chr17	19158268	Cohn
chr17	19833566	Cohn
chr17	19859058	Cohn
chr17	19872415	Cohn
chr17	20146015	Cohn
chr17	21305461	Cohn
chr17	26203976	Cohn
chr17	26216258	Cohn
chr17	26216649	Cohn
chr17	26381801	Cohn
chr17	26667232	Cohn
chr17	26916946	Cohn
chr17	26919113	Cohn
chr17	26951039	Cohn
chr17	26951040	Cohn
chr17	26951263	Cohn
chr17	27016956	Cohn
chr17	27147233	Cohn
chr17	27739329	Cohn
chr17	27851617	Cohn
chr17	27851654	Cohn
chr17	28004113	Cohn
chr17	28065504	Cohn
chr17	28328940	Cohn
chr17	28472238	Cohn
chr17	28502396	Cohn
chr17	28718259	Cohn
chr17	29102796	Cohn
chr17	29214691	Cohn
chr17	29279662	Cohn
chr17	29549375	Cohn
chr17	29633600	Cohn
chr17	29833101	Cohn
chr17	30820561	Cohn
chr17	31029939	Cohn
chr17	31813777	Cohn
chr17	31813778	Cohn
chr17	31915283	Cohn
chr17	32522924	Cohn
chr17	32522939	Cohn
chr17	33404157	Cohn
chr17	35315980	Cohn
chr17	35909612	Cohn
chr17	36064518	Cohn
chr17	36394524	Cohn
chr17	37317143	Cohn
chr17	37446758	Cohn
chr17	37452178	Cohn
chr17	37497489	Cohn
chr17	37504813	Cohn
chr17	37649186	Cohn
chr17	37667850	Cohn
chr17	37937239	Cohn
chr17	38002235	Cohn
chr17	38151283	Cohn
chr17	38501057	Cohn
chr17	38501058	Cohn
chr17	38501093	Cohn
chr17	38545631	Cohn
chr17	38791956	Cohn
chr17	40377816	Cohn
chr17	40391297	Cohn
chr17	40392723	Cohn
chr17	40405653	Cohn
chr17	40411057	Cohn
chr17	40413485	Cohn
chr17	40415513	Cohn
chr17	40418651	Cohn
chr17	40420981	Cohn
chr17	40421441	Cohn
chr17	40423097	Cohn
chr17	40423958	Cohn
chr17	40502627	Cohn
chr17	40509211	Cohn
chr17	40655443	Cohn
chr17	41214138	Cohn
chr17	41248435	Cohn
chr17	41255309	Cohn
chr17	43109800	Cohn
chr17	43124419	Cohn
chr17	43142968	Cohn
chr17	43145301	Cohn
chr17	43230691	Cohn
chr17	43230692	Cohn
chr17	43524077	Cohn
chr17	43876337	Cohn
chr17	43876343	Cohn
chr17	44175242	Cohn
chr17	44187781	Cohn
chr17	44219117	Cohn
chr17	44219259	Cohn
chr17	44219277	Cohn
chr17	44219278	Cohn
chr17	45240976	Cohn
chr17	45285125	Cohn
chr17	45372403	Cohn
chr17	45782106	Cohn
chr17	45782182	Cohn
chr17	46262244	Cohn
chr17	46262689	Cohn
chr17	46932805	Cohn
chr17	48749611	Cohn
chr17	49084541	Cohn
chr17	49786902	Cohn
chr17	49904222	Cohn
chr17	49904307	Cohn
chr17	54902206	Cohn
chr17	55185092	Cohn
chr17	55499472	Cohn
chr17	55651251	Cohn
chr17	55926221	Cohn
chr17	56611013	Cohn
chr17	56611159	Cohn
chr17	56611446	Cohn
chr17	56611447	Cohn
chr17	56611449	Cohn
chr17	56611450	Cohn
chr17	56611546	Cohn
chr17	56611573	Cohn
chr17	56611648	Cohn
chr17	57104200	Cohn
chr17	57129873	Cohn
chr17	57139276	Cohn
chr17	57142446	Cohn
chr17	57463779	Cohn
chr17	57805086	Cohn
chr17	57815969	Cohn
chr17	57833451	Cohn
chr17	57836323	Cohn
chr17	57882147	Cohn
chr17	57885434	Cohn
chr17	57885461	Cohn
chr17	57908639	Cohn
chr17	58024754	Cohn
chr17	58399767	Cohn
chr17	59822594	Cohn
chr17	59853886	Cohn
chr17	59899072	Cohn
chr17	61432994	Cohn
chr17	61847880	Cohn
chr17	62160581	Cohn
chr17	62160876	Cohn
chr17	62161015	Cohn
chr17	62485989	Cohn
chr17	62594012	Cohn
chr17	62616821	Cohn
chr17	63860012	Cohn
chr17	63860063	Cohn
chr17	65145414	Cohn
chr17	65565631	Cohn
chr17	65916612	Cohn
chr17	66512103	Cohn
chr17	67097483	Cohn
chr17	67291579	Cohn
chr17	70495172	Cohn
chr17	70834820	Cohn
chr17	70834841	Cohn
chr17	71001838	Cohn
chr17	71620281	Cohn
chr17	72053440	Cohn
chr17	72817308	Cohn
chr17	73225771	Cohn
chr17	73351539	Cohn
chr17	73361367	Cohn
chr17	73377323	Cohn
chr17	73691689	Cohn
chr17	73943753	Cohn
chr17	73944105	Cohn
chr17	73963659	Cohn
chr17	73972473	Cohn
chr17	73977930	Cohn
chr17	74086390	Cohn
chr17	74086454	Cohn
chr17	74165142	Cohn
chr17	74231670	Cohn
chr17	74313251	Cohn
chr17	74375594	Cohn
chr17	74876705	Cohn
chr17	75180136	Cohn
chr17	75367133	Cohn
chr17	75492445	Cohn
chr17	75877077	Cohn
chr17	76064871	Cohn
chr17	76069952	Cohn
chr17	76083867	Cohn
chr17	76084161	Cohn
chr17	76089383	Cohn
chr17	76118579	Cohn
chr17	76328386	Cohn
chr17	76353167	Cohn
chr17	76353581	Cohn
chr17	76692316	Cohn
chr17	76754173	Cohn
chr17	78015539	Cohn
chr17	78171558	Cohn
chr17	78270277	Cohn
chr17	78272191	Cohn
chr17	78312489	Cohn
chr17	78595553	Cohn
chr17	78600751	Cohn
chr17	78700723	Cohn
chr17	78929193	Cohn
chr17	79264558	Cohn
chr17	79527192	Cohn
chr17	79543240	Cohn
chr17	79543247	Cohn
chr17	79551255	Cohn
chr17	79551355	Cohn
chr17	79556396	Cohn
chr17	79576601	Cohn
chr17	79578362	Cohn
chr17	79612691	Cohn
chr17	79659660	Cohn
chr17	79788421	Cohn
chr17	79788501	Cohn
chr17	79836905	Cohn
chr17	79837331	Cohn
chr17	79838954	Cohn
chr17	79864872	Cohn
chr17	79873258	Cohn
chr17	79873593	Cohn
chr17	80046494	Cohn
chr17	80124123	Cohn
chr17	80145898	Cohn
chr17	80148587	Cohn
chr17	80192829	Cohn
chr17	80193040	Cohn
chr17	80193204	Cohn
chr17	80223640	Cohn
chr17	80224210	Cohn
chr17	80364982	Cohn
chr17	80372932	Cohn
chr17	80498443	Cohn
chr17	80507152	Cohn
chr17	80507271	Cohn
chr17	80507390	Cohn
chr17	80529139	Cohn
chr17	80529653	Cohn
chr17	80789426	Cohn
chr17	80789429	Cohn
chr17	80852815	Cohn
chr17	81061278	Cohn
chr18	366782	Cohn
chr18	901464	Cohn
chr18	1037939	Cohn
chr18	2199690	Cohn
chr18	2801898	Cohn
chr18	2952839	Cohn
chr18	2953146	Cohn
chr18	3538458	Cohn
chr18	7050496	Cohn
chr18	7111457	Cohn
chr18	8129409	Cohn
chr18	9241818	Cohn
chr18	9259868	Cohn
chr18	10836355	Cohn
chr18	12961582	Cohn
chr18	12961998	Cohn
chr18	15264088	Cohn
chr18	18631159	Cohn
chr18	19367149	Cohn
chr18	21573298	Cohn
chr18	22799538	Cohn
chr18	22799559	Cohn
chr18	22799562	Cohn
chr18	23879443	Cohn
chr18	24977765	Cohn
chr18	25035331	Cohn
chr18	29609747	Cohn
chr18	30550491	Cohn
chr18	32854251	Cohn
chr18	34322268	Cohn
chr18	34649667	Cohn
chr18	42111110	Cohn
chr18	42111112	Cohn
chr18	43519274	Cohn
chr18	43794293	Cohn
chr18	44146329	Cohn
chr18	44621970	Cohn
chr18	45102512	Cohn
chr18	46335093	Cohn
chr18	46939197	Cohn
chr18	47376199	Cohn
chr18	47577116	Cohn
chr18	47577175	Cohn
chr18	48424044	Cohn
chr18	48424322	Cohn
chr18	48505047	Cohn
chr18	48608183	Cohn
chr18	48712506	Cohn
chr18	51898038	Cohn
chr18	54610142	Cohn
chr18	54610172	Cohn
chr18	55032650	Cohn
chr18	55368475	Cohn
chr18	56042047	Cohn
chr18	56173056	Cohn
chr18	56272283	Cohn
chr18	56272699	Cohn
chr18	56414174	Cohn
chr18	56414493	Cohn
chr18	56707259	Cohn
chr18	59732450	Cohn
chr18	59856472	Cohn
chr18	60797798	Cohn
chr18	60798063	Cohn
chr18	60798093	Cohn
chr18	60798284	Cohn
chr18	60798340	Cohn
chr18	61878264	Cohn
chr18	63585678	Cohn
chr18	63585931	Cohn
chr18	67576458	Cohn
chr18	67853737	Cohn
chr18	69216357	Cohn
chr18	70833000	Cohn
chr18	72618445	Cohn
chr18	74717388	Cohn
chr18	75699606	Cohn
chr18	76981472	Cohn
chr18	77872970	Cohn
chr18	77873037	Cohn
chr19	904400	Cohn
chr19	955911	Cohn
chr19	955940	Cohn
chr19	1018368	Cohn
chr19	1057186	Cohn
chr19	1057299	Cohn
chr19	1072883	Cohn
chr19	1080157	Cohn
chr19	1081543	Cohn
chr19	1489723	Cohn
chr19	1512872	Cohn
chr19	1589116	Cohn
chr19	2074215	Cohn
chr19	2091023	Cohn
chr19	2214419	Cohn
chr19	2779216	Cohn
chr19	2779475	Cohn
chr19	2779513	Cohn
chr19	2809498	Cohn
chr19	2809770	Cohn
chr19	2809824	Cohn
chr19	2809886	Cohn
chr19	3012252	Cohn
chr19	3196824	Cohn
chr19	3393536	Cohn
chr19	3550716	Cohn
chr19	3655597	Cohn
chr19	3794047	Cohn
chr19	4022957	Cohn
chr19	4314485	Cohn
chr19	4549758	Cohn
chr19	4660767	Cohn
chr19	5280376	Cohn
chr19	5609831	Cohn
chr19	5631607	Cohn
chr19	5995736	Cohn
chr19	5995759	Cohn
chr19	6474253	Cohn
chr19	6663812	Cohn
chr19	6836949	Cohn
chr19	6848461	Cohn
chr19	8003899	Cohn
chr19	8517122	Cohn
chr19	9027135	Cohn
chr19	9264781	Cohn
chr19	9489370	Cohn
chr19	9947500	Cohn
chr19	9947871	Cohn
chr19	10184112	Cohn
chr19	10272372	Cohn
chr19	10286363	Cohn
chr19	10301225	Cohn
chr19	10323872	Cohn
chr19	10483265	Cohn
chr19	10483790	Cohn
chr19	10728379	Cohn
chr19	10728554	Cohn
chr19	10728700	Cohn
chr19	10733881	Cohn
chr19	10734010	Cohn
chr19	10815866	Cohn
chr19	11480041	Cohn
chr19	12059129	Cohn
chr19	12395622	Cohn
chr19	12546656	Cohn
chr19	12703538	Cohn
chr19	12775859	Cohn
chr19	12876090	Cohn
chr19	12892938	Cohn
chr19	12895882	Cohn
chr19	12896369	Cohn
chr19	13245507	Cohn
chr19	13245685	Cohn
chr19	13922376	Cohn
chr19	14044818	Cohn
chr19	14044895	Cohn
chr19	14044920	Cohn
chr19	14044975	Cohn
chr19	14044996	Cohn
chr19	14045001	Cohn
chr19	14045096	Cohn
chr19	14045143	Cohn
chr19	14108556	Cohn
chr19	14570642	Cohn
chr19	15398109	Cohn
chr19	15414832	Cohn
chr19	15415102	Cohn
chr19	15432277	Cohn
chr19	15521181	Cohn
chr19	15564755	Cohn
chr19	15627494	Cohn
chr19	15662380	Cohn
chr19	15662432	Cohn
chr19	15662838	Cohn
chr19	16185254	Cohn
chr19	16194335	Cohn
chr19	16194403	Cohn
chr19	16194404	Cohn
chr19	16194456	Cohn
chr19	16194877	Cohn
chr19	16207742	Cohn
chr19	16240813	Cohn
chr19	16278258	Cohn
chr19	16322323	Cohn
chr19	16398921	Cohn
chr19	16863771	Cohn
chr19	16864015	Cohn
chr19	16864016	Cohn
chr19	17525919	Cohn
chr19	17653664	Cohn
chr19	18195681	Cohn
chr19	18195900	Cohn
chr19	18452317	Cohn
chr19	18477299	Cohn
chr19	18671220	Cohn
chr19	18671448	Cohn
chr19	18846388	Cohn
chr19	18846770	Cohn
chr19	18846788	Cohn
chr19	18846802	Cohn
chr19	19554129	Cohn
chr19	19554210	Cohn
chr19	19554320	Cohn
chr19	19558340	Cohn
chr19	19719330	Cohn
chr19	19719699	Cohn
chr19	19744003	Cohn
chr19	20036227	Cohn
chr19	20126689	Cohn
chr19	21128884	Cohn
chr19	21232439	Cohn
chr19	23994141	Cohn
chr19	30458908	Cohn
chr19	30483331	Cohn
chr19	33589558	Cohn
chr19	34667736	Cohn
chr19	34687538	Cohn
chr19	34687831	Cohn
chr19	34688748	Cohn
chr19	34759781	Cohn
chr19	34763434	Cohn
chr19	34927746	Cohn
chr19	34959669	Cohn
chr19	35753954	Cohn
chr19	36141557	Cohn
chr19	36252086	Cohn
chr19	36350610	Cohn
chr19	36587062	Cohn
chr19	36587141	Cohn
chr19	36811344	Cohn
chr19	36908213	Cohn
chr19	37816016	Cohn
chr19	37816786	Cohn
chr19	38419689	Cohn
chr19	38420068	Cohn
chr19	38420190	Cohn
chr19	38674143	Cohn
chr19	38674180	Cohn
chr19	38768631	Cohn
chr19	38768660	Cohn
chr19	38768715	Cohn
chr19	38872234	Cohn
chr19	39105304	Cohn
chr19	39105634	Cohn
chr19	39147498	Cohn
chr19	39174034	Cohn
chr19	39186737	Cohn
chr19	39187933	Cohn
chr19	39378755	Cohn
chr19	39802589	Cohn
chr19	39837216	Cohn
chr19	39849531	Cohn
chr19	39942496	Cohn
chr19	40044716	Cohn
chr19	40515118	Cohn
chr19	40756797	Cohn
chr19	40912949	Cohn
chr19	41214998	Cohn
chr19	41264250	Cohn
chr19	41792085	Cohn
chr19	41792193	Cohn
chr19	42065153	Cohn
chr19	42067800	Cohn
chr19	42074424	Cohn
chr19	42074731	Cohn
chr19	42078611	Cohn
chr19	42374428	Cohn
chr19	42374529	Cohn
chr19	42393751	Cohn
chr19	42715284	Cohn
chr19	42820927	Cohn
chr19	42820991	Cohn
chr19	42821127	Cohn
chr19	42821395	Cohn
chr19	44070138	Cohn
chr19	44093508	Cohn
chr19	44672149	Cohn
chr19	45166953	Cohn
chr19	45188047	Cohn
chr19	45258756	Cohn
chr19	45800189	Cohn
chr19	45800334	Cohn
chr19	45800486	Cohn
chr19	46141150	Cohn
chr19	46466258	Cohn
chr19	46857610	Cohn
chr19	47584454	Cohn
chr19	47649816	Cohn
chr19	47677651	Cohn
chr19	47683794	Cohn
chr19	47863212	Cohn
chr19	47921653	Cohn
chr19	48121425	Cohn
chr19	48666443	Cohn
chr19	48827696	Cohn
chr19	48850231	Cohn
chr19	48980175	Cohn
chr19	49083391	Cohn
chr19	49389868	Cohn
chr19	49819012	Cohn
chr19	49819343	Cohn
chr19	49820745	Cohn
chr19	49908759	Cohn
chr19	50069215	Cohn
chr19	50070695	Cohn
chr19	50078526	Cohn
chr19	50100546	Cohn
chr19	50100739	Cohn
chr19	50100824	Cohn
chr19	50302014	Cohn
chr19	50326502	Cohn
chr19	50326746	Cohn
chr19	50367693	Cohn
chr19	50410609	Cohn
chr19	50411260	Cohn
chr19	50510232	Cohn
chr19	50902032	Cohn
chr19	50902080	Cohn
chr19	50902179	Cohn
chr19	50946666	Cohn
chr19	50946700	Cohn
chr19	54047874	Cohn
chr19	54048103	Cohn
chr19	54707062	Cohn
chr19	55015882	Cohn
chr19	56023408	Cohn
chr19	56351440	Cohn
chr19	56618008	Cohn
chr19	56618206	Cohn
chr19	56838294	Cohn
chr19	56901137	Cohn
chr19	56923476	Cohn
chr19	56923499	Cohn
chr19	57804171	Cohn
chr19	57804502	Cohn
chr19	58260010	Cohn
chr19	58266105	Cohn
chr19	58266529	Cohn
chr19	58702890	Cohn
chr19	58746350	Cohn
chr19	58802496	Cohn
chr19	58995207	Cohn
chr2	226388	Cohn
chr2	1505049	Cohn
chr2	2271728	Cohn
chr2	3113146	Cohn
chr2	6881514	Cohn
chr2	9022825	Cohn
chr2	9078434	Cohn
chr2	9078460	Cohn
chr2	9621587	Cohn
chr2	9662102	Cohn
chr2	9762790	Cohn
chr2	10268811	Cohn
chr2	10343456	Cohn
chr2	10345436	Cohn
chr2	10345972	Cohn
chr2	10926582	Cohn
chr2	11313855	Cohn
chr2	11419409	Cohn
chr2	11770981	Cohn
chr2	11770986	Cohn
chr2	12279799	Cohn
chr2	12279802	Cohn
chr2	12279831	Cohn
chr2	12279886	Cohn
chr2	12279894	Cohn
chr2	12581505	Cohn
chr2	14044630	Cohn
chr2	14308097	Cohn
chr2	14320689	Cohn
chr2	15621904	Cohn
chr2	15870940	Cohn
chr2	15871332	Cohn
chr2	15871336	Cohn
chr2	15871349	Cohn
chr2	15871467	Cohn
chr2	18515628	Cohn
chr2	20540337	Cohn
chr2	21828129	Cohn
chr2	22260125	Cohn
chr2	22466966	Cohn
chr2	24117837	Cohn
chr2	24918656	Cohn
chr2	25640111	Cohn
chr2	25640125	Cohn
chr2	25640418	Cohn
chr2	26015322	Cohn
chr2	26041389	Cohn
chr2	26057627	Cohn
chr2	26458334	Cohn
chr2	27021662	Cohn
chr2	27181155	Cohn
chr2	27355841	Cohn
chr2	27373184	Cohn
chr2	27448689	Cohn
chr2	27448759	Cohn
chr2	27454222	Cohn
chr2	27614586	Cohn
chr2	27614901	Cohn
chr2	27683870	Cohn
chr2	27684148	Cohn
chr2	28194074	Cohn
chr2	28542573	Cohn
chr2	28542662	Cohn
chr2	28542667	Cohn
chr2	28996223	Cohn
chr2	29257441	Cohn
chr2	30696266	Cohn
chr2	30703982	Cohn
chr2	32096054	Cohn
chr2	32116134	Cohn
chr2	32117681	Cohn
chr2	38711098	Cohn
chr2	38820360	Cohn
chr2	39215547	Cohn
chr2	39982456	Cohn
chr2	41377906	Cohn
chr2	42513768	Cohn
chr2	42604062	Cohn
chr2	43622430	Cohn
chr2	43871429	Cohn
chr2	43871440	Cohn
chr2	43871459	Cohn
chr2	43871460	Cohn
chr2	43871464	Cohn
chr2	43871470	Cohn
chr2	43871564	Cohn
chr2	44460640	Cohn
chr2	44460709	Cohn
chr2	44535239	Cohn
chr2	44564494	Cohn
chr2	44907535	Cohn
chr2	44907900	Cohn
chr2	46366002	Cohn
chr2	48403322	Cohn
chr2	50930474	Cohn
chr2	54035612	Cohn
chr2	55266013	Cohn
chr2	58891696	Cohn
chr2	59041383	Cohn
chr2	59041391	Cohn
chr2	59275119	Cohn
chr2	61471091	Cohn
chr2	62103384	Cohn
chr2	63607535	Cohn
chr2	64443349	Cohn
chr2	66939323	Cohn
chr2	68378801	Cohn
chr2	69696883	Cohn
chr2	69776965	Cohn
chr2	70437631	Cohn
chr2	72729413	Cohn
chr2	73193107	Cohn
chr2	73193294	Cohn
chr2	73193296	Cohn
chr2	73193297	Cohn
chr2	73193342	Cohn
chr2	73193437	Cohn
chr2	73193465	Cohn
chr2	73994274	Cohn
chr2	73994275	Cohn
chr2	75325787	Cohn
chr2	75777903	Cohn
chr2	80090576	Cohn
chr2	80362966	Cohn
chr2	81012594	Cohn
chr2	85045948	Cohn
chr2	85052353	Cohn
chr2	85210095	Cohn
chr2	85218250	Cohn
chr2	85421401	Cohn
chr2	85873224	Cohn
chr2	86844895	Cohn
chr2	88845451	Cohn
chr2	88845788	Cohn
chr2	95693839	Cohn
chr2	96865460	Cohn
chr2	96865621	Cohn
chr2	98292568	Cohn
chr2	98383771	Cohn
chr2	99320664	Cohn
chr2	102703687	Cohn
chr2	106496707	Cohn
chr2	109463361	Cohn
chr2	111903025	Cohn
chr2	112761748	Cohn
chr2	113058461	Cohn
chr2	113058516	Cohn
chr2	113058612	Cohn
chr2	113058852	Cohn
chr2	113413504	Cohn
chr2	114714469	Cohn
chr2	116070310	Cohn
chr2	120004488	Cohn
chr2	122031849	Cohn
chr2	122400809	Cohn
chr2	128927892	Cohn
chr2	128928340	Cohn
chr2	128928342	Cohn
chr2	131924333	Cohn
chr2	133329776	Cohn
chr2	133982519	Cohn
chr2	133982523	Cohn
chr2	134883028	Cohn
chr2	134890126	Cohn
chr2	134926079	Cohn
chr2	135817397	Cohn
chr2	138263742	Cohn
chr2	138861606	Cohn
chr2	142037313	Cohn
chr2	142037372	Cohn
chr2	142037377	Cohn
chr2	143730101	Cohn
chr2	145015163	Cohn
chr2	145015293	Cohn
chr2	145210484	Cohn
chr2	145576786	Cohn
chr2	145700667	Cohn
chr2	145700688	Cohn
chr2	149079932	Cohn
chr2	149244585	Cohn
chr2	149408149	Cohn
chr2	149408167	Cohn
chr2	151325970	Cohn
chr2	156890575	Cohn
chr2	158114462	Cohn
chr2	158114487	Cohn
chr2	158114503	Cohn
chr2	158114506	Cohn
chr2	162431229	Cohn
chr2	163146936	Cohn
chr2	166751980	Cohn
chr2	168187912	Cohn
chr2	170730145	Cohn
chr2	171531595	Cohn
chr2	171922158	Cohn
chr2	171948669	Cohn
chr2	172860365	Cohn
chr2	173459021	Cohn
chr2	173822347	Cohn
chr2	173840499	Cohn
chr2	176181987	Cohn
chr2	176306783	Cohn
chr2	177149426	Cohn
chr2	179235871	Cohn
chr2	179860289	Cohn
chr2	179971979	Cohn
chr2	182014689	Cohn
chr2	182053235	Cohn
chr2	183301471	Cohn
chr2	185631634	Cohn
chr2	185702659	Cohn
chr2	185702672	Cohn
chr2	187986072	Cohn
chr2	187986201	Cohn
chr2	187994258	Cohn
chr2	188629769	Cohn
chr2	188807799	Cohn
chr2	189978268	Cohn
chr2	190000571	Cohn
chr2	191177181	Cohn
chr2	191960644	Cohn
chr2	196545616	Cohn
chr2	196601673	Cohn
chr2	197707590	Cohn
chr2	198336989	Cohn
chr2	198337318	Cohn
chr2	201989326	Cohn
chr2	202107098	Cohn
chr2	202657586	Cohn
chr2	203091748	Cohn
chr2	203155871	Cohn
chr2	203295361	Cohn
chr2	204253046	Cohn
chr2	205844748	Cohn
chr2	207634271	Cohn
chr2	211480835	Cohn
chr2	211480871	Cohn
chr2	211480889	Cohn
chr2	211480893	Cohn
chr2	213835928	Cohn
chr2	213862014	Cohn
chr2	213862056	Cohn
chr2	214398218	Cohn
chr2	216905587	Cohn
chr2	219344310	Cohn
chr2	219356507	Cohn
chr2	219443299	Cohn
chr2	219612253	Cohn
chr2	219653672	Cohn
chr2	219653676	Cohn
chr2	219653689	Cohn
chr2	222400387	Cohn
chr2	223784995	Cohn
chr2	223954815	Cohn
chr2	225362011	Cohn
chr2	225678366	Cohn
chr2	226489172	Cohn
chr2	226500460	Cohn
chr2	229727105	Cohn
chr2	229727178	Cohn
chr2	230072549	Cohn
chr2	230802354	Cohn
chr2	231215240	Cohn
chr2	231215405	Cohn
chr2	231309355	Cohn
chr2	231585743	Cohn
chr2	231857873	Cohn
chr2	232873340	Cohn
chr2	233934455	Cohn
chr2	234705407	Cohn
chr2	236720657	Cohn
chr2	236720726	Cohn
chr2	236873574	Cohn
chr2	238005692	Cohn
chr2	239050574	Cohn
chr2	240077490	Cohn
chr2	240713561	Cohn
chr2	242037804	Cohn
chr2	242052904	Cohn
chr2	242081277	Cohn
chr2	242205776	Cohn
chr2	242205789	Cohn
chr2	242205792	Cohn
chr2	242220421	Cohn
chr2	242230609	Cohn
chr2	242254131	Cohn
chr2	242340138	Cohn
chr2	242527986	Cohn
chr2	242533030	Cohn
chr2	242569185	Cohn
chr2	242826897	Cohn
chr2	243043907	Cohn
chr20	1101662	Cohn
chr20	1131369	Cohn
chr20	1516520	Cohn
chr20	3112379	Cohn
chr20	3112693	Cohn
chr20	3898571	Cohn
chr20	3924012	Cohn
chr20	4719806	Cohn
chr20	5963381	Cohn
chr20	8608704	Cohn
chr20	9301835	Cohn
chr20	10607337	Cohn
chr20	10645785	Cohn
chr20	10829797	Cohn
chr20	13233148	Cohn
chr20	15026641	Cohn
chr20	15406111	Cohn
chr20	18134247	Cohn
chr20	18134273	Cohn
chr20	18719818	Cohn
chr20	19234958	Cohn
chr20	20397814	Cohn
chr20	20430811	Cohn
chr20	20472023	Cohn
chr20	21311590	Cohn
chr20	21321740	Cohn
chr20	22390550	Cohn
chr20	22583002	Cohn
chr20	23366146	Cohn
chr20	25291855	Cohn
chr20	25291872	Cohn
chr20	29959042	Cohn
chr20	31423265	Cohn
chr20	31423281	Cohn
chr20	31950072	Cohn
chr20	32406986	Cohn
chr20	32615848	Cohn
chr20	32980438	Cohn
chr20	33261051	Cohn
chr20	33352230	Cohn
chr20	33405988	Cohn
chr20	33405989	Cohn
chr20	33406014	Cohn
chr20	33406253	Cohn
chr20	33494233	Cohn
chr20	33494392	Cohn
chr20	33671752	Cohn
chr20	34370800	Cohn
chr20	34422638	Cohn
chr20	34422639	Cohn
